,attachments,bot_id,comment,display_as_bot,edited,file,inviter,is_intro,is_multiteam,is_thread_broadcast,item,item_type,last_read,name,new_broadcast,old_name,parent_user_id,pinned_to,plain_text,purpose,reactions,replies,reply_count,root,slog_is_mpdm,slog_is_self_dm,slog_is_shared,slog_is_slackbot_dm,subscribed,subtype,text,thread_ts,timestamp,ts,type,unread_count,upload,upload_reply_to,user,username
795,,,,,,,,,,,,,,,,,,,,,"[{u'count': 8, u'name': u'+1', u'users': [u'U3GPHKJR1', u'U365TCNH3', u'U3KA2HGDD', u'U3Q82DWV9', u'U3NUVB29W', u'U3GEBV00H', u'U3GD4QSGG', u'U3PNWUG2J']}]",,,,,,,,,,"Hey, all! It's unclear to me whether the permissions are correct for the g35 google group, so I'll just post here as well a couple thoughts on week 5. These will quickly get buried in an avalanche of other slacks...
(Week 5)
It is perhaps a bit ironic that we head into ""unsupervised learning"" this week, after we are a bit undersupervised in three extra days without classes &amp; sprints ...
This extra time offers a good opportunity both to catch up and to plan ahead.
You might want to review material already covered, including some of the more challenging sprint problems. Reviewing assessment questions might be a good way to shore up mastery of basics. Beyond that, you should have encountered useful areas perhaps worth at least additional months of study and use.
Looking forward, there are only four regular class days before the break.
Stay tuned for schedule updates, and please continue to prepare daily.
However, the bigger picture involves three new areas of work, not yet fully addressed in DSI:
1) Your ongoing research, with your capstone project up next. Over time, this will be your ongoing work projects.
2) Your ongoing career development: a search for your next job, and/or how to develop in your present one.
3) Your ongoing choice of specialization, which you will need to adapt as long as data science continues to evolve so quickly. (This shows no signs of stopping.)
Each of these involves your own choices of where to place your energy, as well as what to defer until later, or maybe just not to pursue at all.
--&gt; Hopefully, we have made a strong case that you should never goo too long without spending significant energy on each of these areas! The easiest way to do this is to make all three part of your daily habit and to rebalance as needed.
For the capstone, now is a good time to begin brainstorming: both what you might be able to conclude, AND what data you could reasonably obtain. It would be great if you develop ideas this week, discuss them with staff, and at least do a proof of concept of obtaining partial data. Some projets have to pivot due to unanticipated difficulty in obtaining data, or when the data don't say what we guessed they might.
For the longer term, recent weeks have probably helped you identify both areas about which you are enthusiastic, as well as tasks you would prefer to avoid. 
Striking success (and usually even moderate success) tends to compromise between what needs to get done/could get done, and our natural preferences. One young tech retiree told me after his &gt;$100M exit in a company he co-founded (and after having experienced his share of ejections from other companies) that ""the key to success is doing what others are unwilling to do.""
In my opinion, part of the ""secret sauce"" of Galvanize DSI for students is to expose them to a wide set of skills useful for progress, including ones they could avoid while traversing entire academic programs or careers.
--
On the other hand, this is only a temporary program. Its ongoing value to you will require forming habits of the learning and problem-solving you are doing now. 
It is easy to scan blogs, or attend meetups. But as passive activities, you will gain much less from that than if you engage in them actively.
The average corporate worker seems to spend relatively little time each day maintaining and building skills, or even thinking deeply about what is new in tech and business. Compared to them, if you maintain even a fraction of your current pace, you will move past the crowd over time.
To make this progress, it is critical that you seek it out, and also engage with people who are pursuing and *doing* data science - not just marketing it. 
So today's non-profound wisdom: life is short - carpe diem, but also do the stuff you know you need to do...
:slightly_smiling_face:
-Chris",,,"Sunday, 19 February 2017",message,,,,U253BP9K7,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We're going to this and crashing Dawn's party,,,"Saturday, 18 February 2017",message,,,,U3GPHKJR1,
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://www.eventbrite.com/e/gold-inside-the-clift-hotel-presidents-day-weekend-kickoff-party-tickets-31442192444>,,,"Saturday, 18 February 2017",message,,,,U3GPHKJR1,
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a bunch of us are going to the graduation party tonight.  hope to see you all.,,,"Saturday, 18 February 2017",message,,,,U3PNWUG2J,
799,"[{u'channel_name': u'sf_ds_g35', u'is_msg_unfurl': True, u'text': u'Good morning <!channel>! 
Here's what will be happening in the classroom next week: 
*2/20/17* 
President's Day	- No Classes
*2/21/17*
Churn Prediction Case Study
KMeans &amp; Hierarchical Clustering
*2/22/17*
Dimensionality Reduction	
*2/23/17*
Assessment 5	
NMF	
*2/24/17*
DSR Presentation	
Career Services Lecture 8
We will be adding two days at the end of your course to ensure that we deliver all of the education and support that you need. Keep an eye out for updated communication around your updated last day of class from me soon. Thanks, all, and stay dry!
***ETA: We will be moving Neural Nets to 3/1. This optional topic is during your solo week.', u'author_link': u'https://gstudents.slack.com/team/jennyengard', u'ts': u'1487356398.000414', u'author_name': u'Jenny Engard', u'channel_id': u'G34LMLH32', u'mrkdwn_in': [u'text'], u'author_subname': u'jennyengard', u'fallback': u'[February 17th, 2017 10:33 AM] jennyengard: Good morning <!channel>! 
Here's what will be happening in the classroom next week: 
*2/20/17* 
President's Day	- No Classes
*2/21/17*
Churn Prediction Case Study
KMeans &amp; Hierarchical Clustering
*2/22/17*
Dimensionality Reduction	
*2/23/17*
Assessment 5	
NMF	
*2/24/17*
DSR Presentation	
Career Services Lecture 8
We will be adding two days at the end of your course to ensure that we deliver all of the education and support that you need. Keep an eye out for updated communication around your updated last day of class from me soon. Thanks, all, and stay dry!
***ETA: We will be moving Neural Nets to 3/1. This optional topic is during your solo week.', u'author_icon': u'https://avatars.slack-edge.com/2016-12-15/116862871329_c14948845ea90650c08d_48.jpg'}]",,,,,,,,,,,G,,,,,,,,,,,,,,,,,,pinned_item,<@U3F1AHRHT|jennyengard> pinned a message to this channel.,,,"Saturday, 18 February 2017",message,,,,U3F1AHRHT,
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks <@U3F1AHRHT>,,,"Friday, 17 February 2017",message,,,,U3GEBV00H,
801,,,"{u'comment': u'I brought salad for lunch :slightly_smiling_face:', u'reactions': [{u'count': 1, u'name': u'corn', u'users': [u'U3NUVB29W']}, {u'count': 1, u'name': u'kirby', u'users': [u'U365TCNH3']}], u'created': 1487363524, u'timestamp': 1487363524, u'is_intro': False, u'user': u'U3H8AKK5K', u'id': u'Fc46F0KY6L', u'channel': u''}",,,"{u'thumb_480_w': 480, u'reactions': [{u'count': 1, u'name': u'heart_eyes', u'users': [u'U3F1AHRHT']}], u'image_exif_rotation': 1, u'filetype': u'jpg', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_480.jpg', u'display_as_bot': False, u'id': u'F46DE5SD6', u'thumb_480_h': 360, u'original_h': 3024, u'thumb_360_w': 360, u'title': u'Was', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/img_0815.jpg', u'thumb_720_h': 540, u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_64.jpg', u'ims': [], u'thumb_720_w': 720, u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_80.jpg', u'thumb_1024_w': 1024, u'thumb_360_h': 270, u'size': 2398069, u'external_type': u'', u'username': u'', u'timestamp': 1487357649, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/download/img_0815.jpg', u'thumb_1024': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_1024.jpg', u'user': u'U3H8AKK5K', u'groups': [u'G34LMLH32'], u'thumb_960': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_960.jpg', u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F46DE5SD6-1ca3f3106a', u'permalink': u'https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg', u'name': u'IMG_0815.JPG', u'created': 1487357649, u'thumb_1024_h': 768, u'thumb_960_h': 720, u'original_w': 4032, u'thumb_960_w': 960, u'comments_count': 2, u'mode': u'hosted', u'thumb_720': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_720.jpg', u'channels': []}",,0,,,,,,,,,,,,,,,,,,,,,,file_comment,<@U3H8AKK5K|alexwei772> commented on <@U3H8AKK5K|alexwei772>â€™s file <https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg|Was>: I brought salad for lunch :slightly_smiling_face:,,,"Friday, 17 February 2017",message,,,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ooooooh, let me do some sleuthing on this <@U3GEBV00H>.",,,"Friday, 17 February 2017",message,,,,U3F1AHRHT,
803,"[{u'title': u'Continuum Analytics to Speak at Galvanize New York', u'service_name': u'Continuum', u'ts': 1487283433, u'title_link': u'https://www.continuum.io/blog/news/continuum-analytics-speak-galvanize-new-york', u'text': u'Chief Data Scientist and Co-founder Travis Oliphant to Discuss the Open Data Science Innovations That Will Change Our World NEW YORK, NYâ€”February 17, 2017â€”Continuum Analytics, the creator and driving force behind Anaconda, the leading Open Data Science platform powered by Python, today announced that Chief Data Scientist and Co-founder Travis Oliphant will be speaking at Galvanize New York. During his Reaching the full-potential of a data-driven world in the Anaconda Community presentation, taking place on February 21 at 7:00 p.m. EST, Oliphant will discuss how the Anaconda platform is bringing together Python and other Open Data Science tools to bring about innovations that will change our world.', u'from_url': u'https://www.continuum.io/blog/news/continuum-analytics-speak-galvanize-new-york', u'fallback': u'Continuum: Continuum Analytics to Speak at Galvanize New York', u'service_icon': u'https://www.continuum.io/sites/all/themes/continuum/assets/images/favicons/apple-icon-57x57.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hi <@U3F1AHRHT> I wonder if there is time/interest to stream this: <https://www.continuum.io/blog/news/continuum-analytics-speak-galvanize-new-york>,,,"Friday, 17 February 2017",message,,,,U3GEBV00H,
804,,,,0,,"{u'filetype': u'gdoc', u'channels': [], u'display_as_bot': False, u'id': u'F4768SEH0', u'size': 64476, u'thumb_360_w': 360, u'title': u'Top 100 Data Scientist Interview Questions and Answers.docx', u'url_private': u'https://docs.google.com/document/d/1kMBVdSO9wI3WXQDPz7mG9COwDJOFDGDnNWsT4Lz6ENY/edit?usp=sharing', u'thumb_360': u'https://slack.com/img/files/gdoc_360.v.png', u'thumb_64': u'https://slack.com/img/files/gdoc_64.v.png', u'ims': [], u'thumb_360_h': 167, u'external_type': u'gdrive', u'username': u'', u'timestamp': 1487363045, u'public_url_shared': False, u'editable': False, u'user': u'U3M2LCPAN', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'GDocs Document', u'is_external': True, u'mimetype': u'application/vnd.google-apps.document', u'permalink': u'https://gstudents.slack.com/files/flatfish/F4768SEH0/top_100_data_scientist_interview_questions_and_answers', u'name': u'Top 100 Data Scientist Interview Questions and Answers', u'created': 1487363045, u'comments_count': 0, u'mode': u'external'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U3M2LCPAN|flatfish> shared a file: <https://gstudents.slack.com/files/flatfish/F4768SEH0/top_100_data_scientist_interview_questions_and_answers|Top 100 Data Scientist Interview Questions and Answers.docx>,,,"Friday, 17 February 2017",message,,0,,U3M2LCPAN,flatfish
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,above is the link to data science interview questions. anyone can contribute to the answers,,,"Friday, 17 February 2017",message,,,,U3M2LCPAN,
806,,,"{u'comment': u'Hey.  That's cool but what about gold star brunch ?', u'created': 1487361568, u'timestamp': 1487361568, u'is_intro': False, u'user': u'U3PNWUG2J', u'id': u'Fc46FB4DPB', u'channel': u''}",,,"{u'thumb_480_w': 480, u'reactions': [{u'count': 1, u'name': u'heart_eyes', u'users': [u'U3F1AHRHT']}], u'image_exif_rotation': 1, u'filetype': u'jpg', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_480.jpg', u'display_as_bot': False, u'id': u'F46DE5SD6', u'thumb_480_h': 360, u'original_h': 3024, u'thumb_360_w': 360, u'title': u'Was', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/img_0815.jpg', u'thumb_720_h': 540, u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_64.jpg', u'ims': [], u'thumb_720_w': 720, u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_80.jpg', u'thumb_1024_w': 1024, u'thumb_360_h': 270, u'size': 2398069, u'external_type': u'', u'username': u'', u'timestamp': 1487357649, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/download/img_0815.jpg', u'thumb_1024': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_1024.jpg', u'user': u'U3H8AKK5K', u'groups': [u'G34LMLH32'], u'thumb_960': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_960.jpg', u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F46DE5SD6-1ca3f3106a', u'permalink': u'https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg', u'name': u'IMG_0815.JPG', u'created': 1487357649, u'thumb_1024_h': 768, u'thumb_960_h': 720, u'original_w': 4032, u'thumb_960_w': 960, u'comments_count': 2, u'mode': u'hosted', u'thumb_720': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_720.jpg', u'channels': []}",,0,,,,,,,,,,,,,,,,,,,,,,file_comment,<@U3PNWUG2J|johngraham415> commented on <@U3H8AKK5K|alexwei772>â€™s file <https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg|Was>: Hey.  That's cool but what about gold star brunch ?,,,"Friday, 17 February 2017",message,,,,,
807,,,,0,,"{u'thumb_480_w': 480, u'reactions': [{u'count': 1, u'name': u'heart_eyes', u'users': [u'U3F1AHRHT']}], u'image_exif_rotation': 1, u'filetype': u'jpg', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_480.jpg', u'display_as_bot': False, u'id': u'F46DE5SD6', u'thumb_480_h': 360, u'original_h': 3024, u'thumb_360_w': 360, u'title': u'Was', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/img_0815.jpg', u'thumb_720_h': 540, u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_64.jpg', u'ims': [], u'thumb_720_w': 720, u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_80.jpg', u'thumb_1024_w': 1024, u'thumb_360_h': 270, u'size': 2398069, u'external_type': u'', u'username': u'', u'timestamp': 1487357649, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F46DE5SD6/download/img_0815.jpg', u'thumb_1024': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_1024.jpg', u'user': u'U3H8AKK5K', u'groups': [u'G34LMLH32'], u'thumb_960': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_960.jpg', u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F46DE5SD6-1ca3f3106a', u'permalink': u'https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg', u'name': u'IMG_0815.JPG', u'created': 1487357649, u'thumb_1024_h': 768, u'thumb_960_h': 720, u'original_w': 4032, u'thumb_960_w': 960, u'comments_count': 2, u'mode': u'hosted', u'thumb_720': u'https://files.slack.com/files-tmb/T1T555TL0-F46DE5SD6-486807d1c6/img_0815_720.jpg', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U3H8AKK5K|alexwei772> uploaded a file: <https://gstudents.slack.com/files/alexwei772/F46DE5SD6/img_0815.jpg|Was>,,,"Friday, 17 February 2017",message,,1,,U3H8AKK5K,alexwei772
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thanks, for the update Jenny! Awesome to see neural nets on the schedule. I hope nothing was pushed in the break week in itâ€™s place. Thanks all for the rescheduling work! :slightly_smiling_face:",,,"Friday, 17 February 2017",message,,,,U365TCNH3,
809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hi guy, I am at the aws popup loft. Itâ€™s a really cool place, much better than the LinkedIn building! Anyone wants to join me? Make sure you have your aws account info, they do require registration at the door.",,,"Friday, 17 February 2017",message,,,,U3H8AKK5K,
810,,,,,"{u'user': u'U3F1AHRHT', u'ts': u'1487381656.000000'}",,,,,,,,,,,,,[G34LMLH32],,,"[{u'count': 5, u'name': u'+1', u'users': [u'U3QFYFMB8', u'U3NGA49SR', u'U3H8AKK5K', u'U3GD4QSGG', u'U3GEBV00H']}]",,,,,,,,,,"Good morning <!channel>! 
Here's what will be happening in the classroom next week: 
*2/20/17* 
President's Day	- No Classes
*2/21/17*
Churn Prediction Case Study
KMeans &amp; Hierarchical Clustering
*2/22/17*
Dimensionality Reduction	
*2/23/17*
Assessment 5	
NMF	
*2/24/17*
DSR Presentation	
Career Services Lecture 8
We will be adding two days at the end of your course to ensure that we deliver all of the education and support that you need. Keep an eye out for updated communication around your updated last day of class from me soon. Thanks, all, and stay dry!
***ETA: We will be moving Neural Nets to 3/1. This optional topic is during your solo week.",,,"Friday, 17 February 2017",message,,,,U3F1AHRHT,
811,"[{u'image_bytes': 89760, u'title': u'Flipped classroom feedback', u'service_name': u'Google Docs', u'image_width': 333, u'title_link': u'https://goo.gl/forms/jZUVhCLgIqqQG8Lp2', u'image_height': 250, u'image_url': u'https://lh4.googleusercontent.com/Ef3v8lznVLXVeGCQXHN0Ds8KEH6NOz-hs9cXXe06ndhrjXG0viYk3MnKvdTVFVTjzYE', u'text': u'Thank you for taking this survey. This will help us continue to iterate and improve on the flipped classroom experience. Plan to spend about 20 minutes filling out this survey.', u'from_url': u'https://goo.gl/forms/jZUVhCLgIqqQG8Lp2', u'fallback': u'Google Docs: Flipped classroom feedback', u'service_icon': u'http://ssl.gstatic.com/docs/forms/device_home/ios_120.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> The only thing that I have to add to Isaacâ€™s note is that you could spend the day doing some battery recharging or looking at assignments that you feel you didnâ€™t spend as much time as youâ€™d like on. Last thing is please take the time to fill out this feedback form on the flipped classrooms: <https://goo.gl/forms/jZUVhCLgIqqQG8Lp2>. Iâ€™ll be on slack most of the day if you have any questions.,,,"Friday, 17 February 2017",message,,,,U1UCK7AAW,
